"Tipo de información","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices",
"Fecha"," 821890 "," 821891 "," 821894 "," 821895 "," 821896 "," 821897 "," 821898 "," 821899 "," 821900 "," 821901 "," 821902 "," 821903 "," 821904 "," 821905 "," 821906 "," 821907 ",
"1Q Feb 1996","23.7511232297148","25.790640419202","25.1608173148923","19.7116691819029","30.3398653481751","26.1285936731386","30.8025280783129","16.2705219777374","25.4187215888606","18.1624841118156","20.4809260060472","18.8081546292273","21.5277800903412","16.3040321677412","14.1748260446284","20.4603540205637",
"2Q Feb 1996","23.9972573680239","26.0615814575252","25.4983559120931","19.9429201931274","30.78691225442","26.3136554108413","31.05895195272","16.2802808763148","25.5991129284417","18.3433382098765","20.7633977102928","18.6505602751579","22.0901633912831","16.4038406779841","14.196437287243","20.6948297771813",
"1Q Mar 1996","24.2553031445204","26.3672111287857","25.8488044826784","20.1760734595933","31.2594318397758","26.5594278121117","31.3774145992755","16.280937892415","25.8612499491599","18.4898036855027","20.8193485292367","18.3992056763965","22.3417059179969","16.6222912638879","14.4391307800501","20.8805160887924",
"2Q Mar 1996","24.5444923142767","26.6950745142917","26.2423496278488","20.613557131774","31.5781741249196","26.8015784684496","31.6198495975322","16.3264987728244","26.1660812293172","18.6831528945133","21.1641789212769","19.2219312384321","22.3819873585822","16.6948768507982","14.4458235351159","21.0661638774073",
"1Q Abr 1996","24.9806443572586","27.1496996759168","26.7201410236828","21.1533803858596","31.9546705287828","27.2203026412155","32.1355770167614","16.3343400644636","26.6333696808968","19.0546645410049","21.5901827911556","19.9980178173029","22.5847403605522","17.0227447501077","14.9047027091834","21.1862488690935",
"2Q Abr 1996","25.2063987306554","27.3740462142016","26.9885711755507","21.3381357493762","32.3091612185405","27.3870495554617","32.3730835810721","16.3727041975869","26.7812251592761","19.2689788331048","22.0513497390293","20.2732084958445","23.1638988384402","17.0403307574793","14.9045905401036","21.2341334799191",
"1Q May 1996","25.4454997545375","27.6370925889842","27.2719117293109","21.5582709257862","32.6530452950662","27.6209073705808","32.7086382968004","16.3868399831291","26.998845663898","19.4452056574633","22.4794328903339","20.7244668249372","23.5768497853795","17.0158699598469","14.8068593574878","21.3316042864946",
"2Q May 1996","25.6561849446368","27.8778770535766","27.5208977109821","21.7102349435394","33.0052688942268","27.8476465756581","32.9095985729542","16.4048665120855","27.314042968923","19.5822002156999","22.7713929291925","21.1599892421674","23.7771552437255","17.0293637291028","14.8112962677365","21.3607649822135",
"1Q Jun 1996","25.8772027413396","28.1319505011228","27.7952424658075","21.9260833292693","33.3349753598931","28.0727094783894","33.1337532136076","16.4382000334294","27.601162641244","19.7228839588267","22.9220299143026","21.2303064735449","23.9787934807508","17.1620271469067","14.9891506101417","21.4224609938056",
"2Q Jun 1996","26.0566005188939","28.3374302757047","28.004440524953","22.0897496953666","33.5875058031173","28.2702106685117","33.3390889405045","16.4522575364751","27.850524306481","19.8386195953124","23.095964452716","21.1706089815232","24.3013125258394","17.2313378691505","15.0428048197477","21.5205117936776",
"1Q Jul 1996","26.2480539539193","28.5635070630586","28.2044720990157","22.2397469346133","33.8368088439109","28.5243199208522","33.6574595207525","16.5017097077243","28.1156217044323","19.9484682605399","23.1704810211135","21.1668626728784","24.4255880998115","17.3692505271254","15.2249516721682","21.5892498076794",
"2Q Jul 1996","26.4240071839023","28.7543391364585","28.4208596678428","22.368983225627","34.1463336026409","28.6807446634283","33.8858313651643","16.5204111887795","28.2549792291457","20.0836957674908","23.3838965430064","21.2744838932261","24.7061673931474","17.4421214456255","15.2608707040112","21.7266835406098",
"1Q Ago 1996","26.6118725701274","28.9502530220032","28.6288731141493","22.4856133372195","34.4530530346676","28.858602390156","34.0957406869321","16.6704310823373","28.4155862078648","20.243502046066","23.529669769572","21.163251727568","25.0154302796625","17.612996523335","15.4957431516402","21.7964453501165",
"2Q Ago 1996","26.7604139568807","29.1394722892063","28.8550666560121","22.6198955311056","34.7775822871846","28.9994934799784","34.2855182828138","16.7997876009986","28.5196007470084","20.3012801435441","23.6097732350211","20.9694553609846","25.2698369837908","17.6529568780618","15.5029680419866","21.8927153585051",
"1Q Sep 1996","27.0379784909099","29.4650108015632","29.0708748631021","22.7744760636922","35.0552897563363","29.453620649734","34.4596839477816","19.0916701290626","28.6427293236789","20.4652227296337","23.7409069735556","20.9545929245931","25.4938010529724","17.8429179220201","15.7626402136511","21.9726736226808",
"2Q Sep 1996","27.1875243862725","29.6398737081545","29.2798446281998","22.9043735471229","35.3480624717871","29.5838979918572","34.6446249910792","19.0936564831604","28.7674817352115","20.5546291641737","23.9148189094733","21.1336125067233","25.6643076831267","17.8649673135655","15.7589386340339","22.0386802084575",
"1Q Oct 1996","27.3782603151489","29.8077636080408","29.4493813764106","23.0113061676122","35.5837222688519","29.746968240112","34.7882302631085","19.0936564831604","28.9989897715587","20.7788852741124","23.9647051667036","21.0858994903259","25.7762849105975","18.2279361055434","16.3272978103538","22.0704594486053",
"2Q Oct 1996","27.5242181617104","29.9676650296848","29.6422460242871","23.1776091304396","35.797941841592","29.8639312620337","34.9521629941804","19.0936564831604","29.1133356879121","20.887871684406","24.1912090550765","21.1787210140814","26.0876955038922","18.2432627641411","16.3283821114537","22.1102107997573",
"1Q Nov 1996","27.7686297672073","30.1485384419836","29.8559967154551","23.2942933324616","36.1169359073277","30.0016204887523","35.1079637602221","19.0936564831604","29.2794951488621","21.2441629426884","24.4818507526322","21.2998827839818","26.4859772094308","18.6515973562583","16.9769725572261","22.1305502392947",
"2Q Nov 1996","27.9656802682515","30.3469678341534","30.0534420593848","23.4505584673914","36.3531158168027","30.1979330283722","35.297509616899","19.0936564831604","29.5440541364026","21.4258728728792","24.7867042581344","21.5237763857135","26.8421033000214","18.7351185612603","16.9822071142607","22.3483016783704",
"1Q Dic 1996","28.6206975894878","30.7569580139729","30.3549253380377","23.6862136599579","36.7173011139215","30.7336049967346","35.9374455812656","19.0992864706822","30.1600524784883","22.5303501734571","25.1517657743324","21.614109294921","27.3817439986789","20.4277048667463","17.8021829795135","25.5645066112417",
"2Q Dic 1996","28.8979751210575","31.0332631402439","30.6446411697184","23.9159744508768","37.063286597278","30.9889078349597","36.2746432789863","19.1167629479849","30.4217099114629","22.7921098586495","25.5567567452191","21.8544421527331","27.8912042493211","20.5752252156934","17.8155912863336","25.9421353873993",
"1Q Ene 1997","29.3608215011194","31.5221094137353","31.2178618920157","24.5758203043347","37.5002601748699","31.3665160810894","36.7537261201069","19.2130155701191","30.8034865247844","23.1732591650963","26.0446465721195","22.3854748066644","28.3511969614691","20.8711155358759","18.0999848828843","26.2679569253995",
"2Q Ene 1997","29.6368070035654","31.8110592709056","31.5054946045833","24.822582998824","37.8212568730217","31.6522419483481","37.0568267173882","19.4154446360325","31.1024524572581","23.4057240229195","26.4094968398946","23.0400107117381","28.5313012125776","20.9979979041011","18.1011813530635","26.6100805693888",
"1Q Feb 1997","29.9015983739738","32.0974684460806","31.7586453346616","25.0083857056066","38.1416206693278","31.9744853191801","37.4132935851845","19.5617403312561","31.4527321999605","23.6102682052128","26.5035480339405","23.0705165083453","28.6657245084906","21.2903985132","18.3399710353902","27.002876824457",
"2Q Feb 1997","30.0875977261562","32.3354081301496","32.0096671076759","25.1607082513512","38.4977904542817","32.192465798641","37.6600791826984","19.5781075856279","31.7105798111275","23.6807026984538","26.5131816915276","22.8297514328888","28.8347620432932","21.4092057616438","18.3330165524724","27.3367615126462",
"1Q Mar 1997","30.2863707600134","32.5401614683664","32.2012392499423","25.2543752972834","38.7968462310384","32.4098950965619","37.9019624127797","19.591240308596","31.9723995269731","23.8549423564015","26.5438604979942","22.9161811181984","28.8299208397424","21.6976562189895","18.5838216534143","27.698704435232",
"2Q Mar 1997","30.4495508263755","32.7179649680718","32.3788715133286","25.3913720226395","39.0136537098978","32.5849338896441","38.0703020967114","19.5954426768568","32.2075463910896","23.9782523889013","26.6537275613346","23.2096428576961","28.8228082239283","21.8315894863651","18.5848561015902","28.0602230339139",
"1Q Abr 1997","30.6269395867119","32.9465753073644","32.5916344266252","25.5503836414928","39.279466305094","32.8290779155101","38.2597283580843","19.6677651172883","32.5533517343971","24.0420624383737","26.6572041555468","23.1110353047965","28.8912720022941","21.9434045060796","18.5759641095998","28.3783910437103",
"2Q Abr 1997","30.7650043475772","33.1395918542157","32.8108899934891","25.7357279615416","39.5274800470897","32.9868156826451","38.4646914368918","19.6760477897733","32.7186605772228","24.0610805478438","26.6610569466216","22.8869202566818","29.0402535032385","21.9744870779893","18.5763629329924","28.4620243996985",
"1Q May 1997","30.9138327367908","33.3819912293399","33.0322146239669","25.8555986545517","39.858920757969","33.2509031849052","38.6886542314669","19.7271610589418","33.084975553238","24.0129624416148","26.6476902033915","22.6354677620673","29.1784720871216","21.8987262562893","18.4132717550898","28.5299136211002",
"2Q May 1997","31.0384063098316","33.5551548359293","33.221568211724","25.9681464199867","40.130430151637","33.4013947737862","38.8908052023121","19.7419438092257","33.2349458492841","24.0324234637824","26.6813487360056","22.5540598975511","29.2853560901603","21.9068678645781","18.4133091447829","28.5519325404667",
"1Q Jun 1997","31.1896747380071","33.7428655685843","33.3996647358749","26.0812621124479","40.3770423793189","33.5977095064534","39.1014716616361","19.7530609659631","33.4781279217375","24.1013015838277","26.6303415945294","22.4216091424885","29.2862437857197","22.0711726510512","18.6660762824473","28.5738800985427",
"2Q Jun 1997","31.31223929383","33.9042340535704","33.574926495088","26.1694968498137","40.6475698323911","33.7394086379587","39.2715809779506","19.793624026256","33.6282129884652","24.1380069482088","26.6857487759099","22.6631397128643","29.2231095234257","22.0929600124455","18.6690436437034","28.6279977937664",
"1Q Jul 1997","31.4630767002607","34.0432800216277","33.6512541722526","26.1969467371267","40.7786271532577","33.9527381797671","39.4820227413999","19.8391005309071","33.8977647618129","24.3030160354149","26.8605335146394","23.2987955442994","29.1043336086918","22.2500739663916","18.9195210369444","28.6342804251319",
"2Q Jul 1997","31.5832017351764","34.1588973592208","33.6942253844522","26.1933370892431","40.8754053275335","34.1551576098496","39.6294999346918","19.8594966276014","34.2049089357728","24.4248426514896","27.1170587778726","24.2193504538309","28.9378883488395","22.2645497491757","18.9241947485824","28.6657076112282",
"1Q Ago 1997","31.7350441682718","34.3030817529455","33.8036559103771","26.2015069520964","41.1009177768162","34.3393816230828","39.8070060314858","20.0602361516626","34.3910257014617","24.5822018564663","27.3587838247796","25.0778210950841","28.7867585870897","22.3546177786677","19.0598978612892","28.6825290507609",
"2Q Ago 1997","31.8718169000135","34.4461843217103","33.958274104449","26.298288565943","41.3167347185716","34.4660245995445","39.9627717221288","20.2189552321299","34.4838900170612","24.6978247206729","27.6116054996629","25.4903412056665","28.9376874842958","22.3609029029467","19.0608326036169","28.6980087253306",
"1Q Sep 1997","32.1485199086085","34.7841846193645","34.1427558940603","26.5033712812891","41.4661465328739","34.9858915808968","40.1401985274756","22.7444202372409","34.6740241509766","24.8341673480244","27.7532520378869","25.4542120727185","29.1923869807289","22.4929306750264","19.2771186011039","28.6935631245207",
"2Q Sep 1997","32.2507052175739","34.9494725776401","34.3390939701644","26.676854026449","41.6791763609043","35.1104878719818","40.3112695240569","22.7533285095579","34.7960818022384","24.8034748956449","27.6798174014496","25.027731067543","29.3437785805274","22.4962971616261","19.2781405860487","28.700980665854",
"1Q Oct 1997","32.4029781543587","35.1114447334845","34.5006064142975","26.8003817624685","41.8775595342121","35.2703124769827","40.4735878355575","22.7533285095579","35.0046772543605","24.926621511398","27.4828311021809","24.3688855105411","29.4410016433495","22.8743047981998","19.8766464027392","28.7230175071579",
"2Q Oct 1997","32.510903512518","35.2640553453606","34.6665430962318","26.9051779067489","42.1080532727476","35.404093045084","40.6522482230075","22.7554176607765","35.1423186466968","24.9381216101181","27.4984500970568","24.1924015861741","29.5789061228469","22.8825170696287","19.8769330570532","28.7448102709041",
"1Q Nov 1997","32.7446949908964","35.4498946553041","34.8486162184964","27.056709395704","42.3168799378649","35.5914244094564","40.9001923531275","22.7554176607765","35.3378605169691","25.2533446362031","27.5972943348513","24.2965994802045","29.6742547383185","23.369846584852","20.6617776533523","28.7510151511755",
"2Q Nov 1997","32.8955323973271","35.6236145018259","35.0202183748952","27.1397897844833","42.5857535501034","35.7648254071732","41.2286367239744","22.7554176607765","35.4349054014494","25.348478687646","27.8070219968713","24.6637082823538","29.7836029539679","23.3736586007315","20.6617776533523","28.7613540634161",
"1Q Dic 1997","33.1441060565441","35.8855651424898","35.1891242586394","27.2074206385472","42.8674637283241","36.1360471699263","41.5957693871955","22.7554176607765","35.9277912540105","25.5547964205935","28.0763415022249","24.9269784634571","30.0565357954782","23.5296661172981","20.9100699717166","28.7682983622144",
"2Q Dic 1997","33.4154995196353","36.0774306602889","35.3180190039671","27.267761355553","43.0719100993394","36.4016212247627","41.8620863832165","22.7554176607765","36.2772916301532","25.9682106619806","28.6173769993894","25.8686799732104","30.342015766923","23.8411711149262","21.2049323102717","29.1189225845818",
"1Q Ene 1998","33.8644242081826","36.5076192502873","35.7046428612034","27.7613759115388","43.3080586391277","36.8778281491959","42.4360131833095","22.9531230355053","36.7606774469175","26.4264096331331","29.005502037545","26.5787289255935","30.5248502433015","24.3548688282615","21.4085399451962","30.1708894410075",
"2Q Ene 1998","34.1434237545105","36.8288796388908","36.015510444941","28.0936469675179","43.575886362646","37.2064098815992","42.7104003952205","23.1963171570033","37.1641912642366","26.6029260900774","29.2293760702831","26.9418736139347","30.6598620882315","24.4935534767001","21.408166048265","30.5476553013762",
"1Q Feb 1998","34.5132704584808","37.2675476738093","36.5115510992832","28.6117946463598","44.0177798439956","37.5676613709536","43.1273753600527","23.2717157302188","37.5697155159159","26.8115115226182","29.3657045289851","27.0178201467032","30.8345113343656","24.7595427481535","21.6140220436978","30.9240211278536",
"2Q Feb 1998","34.6852051359735","37.4872441500137","36.7597179767934","28.8289647704648","44.2895876270557","37.7489072400489","43.4017596791814","23.2823869339209","37.7263133654996","26.8771175885708","29.4096754033062","26.6822594205742","31.1200661523183","24.8423345750438","21.6143086980119","31.1480878335876",
"1Q Mar 1998","34.9254546877494","37.7039760590778","36.9746677410835","28.9680835396207","44.5840992857235","37.9641910358987","43.6739815368085","23.2940467699956","37.95819761432","27.1491011658934","29.7264202903239","26.9039343984476","31.4970560329871","25.0784902077713","21.8358807092563","31.4171965923311",
"2Q Mar 1998","35.0834681917829","37.8820950427616","37.1491530914602","29.0530911991896","44.8568494323303","38.1437692883825","43.8904950883004","23.3027438074098","38.1609036810587","27.2570068141547","29.8734578109568","26.8705743146154","31.7588109626552","25.1551605160842","21.8366409663491","31.6238667409129",
"1Q Abr 1998","35.2618614607278","38.1293554156303","37.3890501147505","29.2492462100515","45.1362193248714","38.3958882769879","44.1742871254239","23.3027438074098","38.4664185355133","27.2859127951536","29.9134698266996","26.8534585917761","31.835157108304","25.1752027279784","21.8291106915855","31.6908469810212",
"2Q Abr 1998","35.4023662605558","38.3206389119937","37.5993153311114","29.4241655605815","45.3774712767284","38.5607866338934","44.3921340145802","23.3358709169325","38.6285805161254","27.3156737227137","29.9723575142215","27.0325657984117","31.8174569326129","25.181748209373","21.8251723105783","31.7152009302173",
"1Q May 1998","35.5398564984472","38.5569435217106","37.8324561066313","29.556808690173","45.7189199987275","38.7970034727754","44.6393363404104","23.4154846446991","38.9059118841023","27.2467797951439","30.3031045527084","27.7827957976945","31.880854665912","24.7946394834032","21.1792227411112","31.7480035451381",
"2Q May 1998","35.6869628729025","38.7153063613666","38.0096284667508","29.6722373562287","45.9607545043516","38.9297421288526","44.8486128956554","23.4333202933169","39.0104156421502","27.361931004641","30.5507101379238","28.2901310939228","31.9628887539699","24.804231578034","21.1798583658939","31.7729537213977",
"1Q Jun 1998","35.9580688154787","39.0156176323308","38.4201208018873","30.1863696462314","46.2234909921116","39.0904464417726","45.0669668016411","23.4479929634703","39.1688014357674","27.5574302347552","30.8190136651304","28.9129707176197","32.0052455198916","24.9416214074147","21.3245157028314","31.9031121679366",
"2Q Jun 1998","36.1107722559529","39.1692207102446","38.5875113152176","30.3197047513688","46.4226869179916","39.2246393273222","45.2544529478846","23.4701606237024","39.2935992425225","27.6983816497319","31.0966509401291","29.4695469496161","32.1050555108364","24.9736266746824","21.3244533866763","31.9900209931363",
"1Q Jul 1998","36.3078227569971","39.327907218551","38.6994105868572","30.3801979744838","46.5903948335256","39.4378214299523","45.4728759048024","23.5190316217241","39.5550026395161","27.9600808741753","31.5083689279671","30.2411269385327","32.2873094170852","25.1156812816445","21.5264895290598","32.0366551195157",
"2Q Jul 1998","36.455933640061","39.4594248633939","38.7846549083258","30.4146808531332","46.7321469460763","39.6236613490903","45.6253299100783","23.5190316217241","39.8283429735607","28.1321742485925","31.8400659795055","30.7053107262102","32.5343679234447","25.1605567361456","21.5264895290598","32.1583658889644",
"1Q Ago 1998","36.6446600336649","39.6857575541127","39.0103717494692","30.5516428334506","47.0524184338373","39.8469607404458","45.8382969781914","23.7058687461949","40.0733694714201","28.2335887422527","31.9626014558735","30.4966167234148","32.8676671728711","25.2450834958945","21.6334451818384","32.2083437061874",
"2Q Ago 1998","36.8184607452003","39.9128070048874","39.2853595700606","30.7434245609489","47.4125381370325","40.0116568479364","46.0859284316026","23.8053470164686","40.1891725376083","28.2895985959008","31.9471599222272","30.1590620173548","33.0573075250667","25.3579574771959","21.6356865052416","32.510722598316",
"1Q Sep 1998","37.1680711854889","40.3670228110073","39.5979515357456","31.023891454597","47.7465628531585","40.6312664544499","46.3890359349828","26.7600517831653","40.3552311919115","28.4076154083703","32.0673821629535","30.026472923172","33.3383719129289","25.4741391938445","21.8181045372698","32.5200676249403",
"2Q Sep 1998","37.4866817337475","40.764618381636","40.1497706641859","31.730154951081","48.0815143810107","40.8338308612042","46.7478848623861","26.7712216695158","40.4861959939675","28.5475700300314","32.3477119025519","30.3501516376004","33.5908566197337","25.5022103307173","21.8198743160771","32.5932354549866",
"1Q Oct 1998","37.7790284486147","41.0421604013056","40.5019979406349","32.0245843363787","48.4839461153471","41.0155042057482","47.03746673059","26.7712216695158","40.6341444544633","28.8513570019137","32.5613647424462","31.0670849440699","33.4839152208898","25.8775743770872","22.4075048936656","32.6263310224236",
"2Q Oct 1998","37.945509561319","41.2264890079697","40.7163989295914","32.1483312810764","48.795819520066","41.1600169644982","47.2776128502018","26.7712216695158","40.7435170569083","28.9713666054665","32.8248999018196","31.8574381680372","33.4118272452764","25.883204903444","22.4087387535379","32.6395339339025",
"1Q Nov 1998","38.3146382410857","41.4817296396707","40.9907838587514","32.3178071148543","49.1815487093731","41.3876041506061","47.5120977265617","26.7712216695158","41.0377130779257","29.5452342882248","33.2774492086729","32.8635854106699","33.5115374940562","26.5533035001573","23.4899465983236","32.6446909761407",
"2Q Nov 1998","38.7510772865271","41.7278450031066","41.2236088048386","32.4475380875877","49.5258308867453","41.6458370813101","47.7364688784445","26.7793704808292","41.404363977506","30.3354288318509","33.8687402658888","34.3219539029817","33.5502951964489","27.5013707808185","24.9451231344605","32.7769204383933",
"1Q Dic 1998","39.2941506971137","42.1189099494264","41.583832746134","32.6904577103028","50.0075951569771","42.0680329366314","48.2231061128164","26.7854041800099","41.9044230639393","31.1489773330506","34.7138737422839","35.8427739736666","33.9645170638096","28.2892230841342","24.995315472264","34.8295953498686",
"2Q Dic 1998","39.6516547411533","42.3910503134837","41.8137443114336","32.8665953403234","50.2896336722765","42.3872032670541","48.5821526577419","26.7854041800099","42.2913769100442","31.654611239625","35.750981658414","37.9730024902977","34.304791067905","28.3712712913571","24.9866659899256","35.0666236164358",
"1Q Ene 1999","40.2940423999992","43.0504987992078","42.6542232342193","34.0162932271262","50.7105581920844","42.8144968510174","49.0190022927206","26.8152880879834","42.8373096431063","32.2220986242335","36.5435218696398","39.9223446895877","34.3601716295287","28.7591553377546","25.1974228024756","35.7653767052864",
"2Q Ene 1999","40.6455183562759","43.4926516299592","43.1221014232342","34.4496365898298","51.1941729493283","43.2178313786405","49.3591283091293","27.0623301955745","43.3458286455301","32.3700700113985","36.7072431021282","40.3050578011953","34.3843305489905","28.8944853135333","25.1974228024756","36.1324173439783",
"1Q Feb 1999","40.9276754477147","43.8833397303027","43.4957924418913","34.7147280724169","51.6781581796372","43.6227466018544","49.6693920827839","27.218539552747","43.9113773749221","32.4165744460486","36.3595734057365","38.8416537735253","34.7472825075258","29.2548658839851","25.5603997037598","36.5014304815302",
"2Q Feb 1999","41.0996101252073","44.2422042973749","43.8424256042203","34.9076996394245","52.1909401192304","43.9905493754226","50.0016515078041","27.2338090678344","44.4216955335427","32.2034279579842","35.775840681236","36.9257913969858","35.0121445874733","29.3369842113162","25.5611225711596","36.7229393652148",
"1Q Mar 1999","41.2959431201026","44.5952371187639","44.1446592653635","35.061011416931","52.6560650892349","44.399727722642","50.4745274150449","27.2623401704165","44.8982231825334","32.0732622321094","35.2131187370797","35.1955518192434","35.1932012571388","29.5513787516426","25.8233701001291","36.8648492075661",
"2Q Mar 1999","41.493424124837","44.9203033769513","44.4300937892593","35.2221216196356","53.075651096482","44.7677664655019","50.6943612005442","27.338128670019","45.4856225977122","32.0026572417647","34.9532465158787","34.3635250495519","35.2978116898533","29.6315470144638","25.8241552836846","37.0809646934567",
"1Q Abr 1999","41.6870305963647","45.1832968428194","44.7110192467514","35.391590596797","53.4754561680803","45.0044576235694","50.9517929036091","27.3660636807797","45.7713821086566","32.0448735452352","34.953632876661","34.2073365790991","35.3978785948306","29.7070471178863","25.869640332948","37.2094950959944",
"2Q Abr 1999","41.8619793177392","45.4043380782896","44.9519842933244","35.5366465869776","53.8187607642389","45.1974652574521","51.1565655360125","27.454514993253","45.9883353558475","32.1164790173832","35.0545440132792","34.4630795355587","35.4001293791476","29.755266742631","25.8695557617151","37.3404176462762",
"1Q May 1999","41.9643076098796","45.6482832166079","45.2130055249573","35.6697382353746","54.2196347878947","45.4164721460074","51.4467968510988","27.473505824473","46.2107239132742","31.9285093358616","35.226334711605","34.7775562325347","35.4809295670403","29.2809213085525","24.9798336931993","37.5452195351139",
"2Q May 1999","42.0873026693919","45.8176445535352","45.3934666056274","35.7735524566515","54.4825525758363","45.5694426886517","51.6608970414641","27.5035691571051","46.3511714224624","31.9510440970824","35.2346969465715","34.9152177540741","35.406968074154","29.3147275584963","24.9821892438651","37.6329602351993",
"1Q Jun 1999","42.2441681635863","46.0078139910785","45.5941627246795","35.8905576874544","54.7730811453775","45.7435732887608","51.9404757179338","27.5639578817589","46.4724725068666","32.0312566862912","35.2445759186156","34.9209566062582","35.4194740625335","29.4508979671429","25.1808541285022","37.6692860652739",
"2Q Jun 1999","42.3599876435513","46.1690844438296","45.7532147215765","35.9901772081076","54.9950112852842","45.9048561995948","52.1550451418506","27.5765948189245","46.6359569648898","32.0483426635102","35.2640097675218","35.0851909003279","35.3467058378309","29.4661027739842","25.1892044932955","37.6965278426912",
"1Q Jul 1999","42.5247467414974","46.3255428095111","45.8277032007007","36.0687969212951","55.0603898232968","46.158822364412","52.3504024463085","27.5924613961154","47.0155807961336","32.219466493958","35.3774706145032","35.5933818400664","35.2087678139081","29.6830332769945","25.5218422434899","37.7273303933838",
"2Q Jul 1999","42.63841318496","46.4597994997847","45.9217741762805","36.1048998922008","55.2191724156028","46.3399196185864","52.5248654993093","27.6270964609401","47.249190373952","32.2846785666392","35.5051068672188","36.1975710576075","35.0329014405674","29.6984892845556","25.521867169952","37.7692082453998",
"1Q Ago 1999","42.770736860522","46.6488414636342","46.1034798067241","36.2719686577413","55.4084670186202","46.5347609357013","52.7346167045934","27.8364844678027","47.4282610156754","32.2948813743207","35.3288150404505","35.9197560187214","34.9213984639132","29.8572034095412","25.7722918793601","37.7799191515889",
"2Q Ago 1999","42.8719171428233","46.8381914061769","46.285476025607","36.3626573417446","55.6905191553368","46.7299263222517","52.9081014441132","28.0835754145238","47.6270767683907","32.2130742496254","35.1274212453056","35.4023248475942","34.9213827331518","29.8706857327167","25.7654869552151","37.8278919215578",
"1Q Sep 1999","43.1702914273995","47.2272764629133","46.3985788211417","36.443691562574","55.8360383312984","47.4496107856444","53.1112682033551","31.6259176929458","47.9119481431388","32.3107660315417","34.9900955444833","35.0588661990687","34.9154095971663","30.1554724237878","26.1886577462593","37.890985460341",
"2Q Sep 1999","43.2998885795946","47.3987860301874","46.5915962920417","36.596498064762","56.0668665396","47.5919802588369","53.2727981132123","31.6278471344154","48.0827875615759","32.3481380196368","35.0459515113933","35.3219848877977","34.8392657027255","30.1780994430704","26.2013702419146","37.9310460586291",
"1Q Oct 1999","43.4607726262794","47.5650973448625","46.7940206408927","36.7664756144802","56.2972150479002","47.7113985340378","53.4481636733498","31.6278471344154","48.1927523336993","32.4879749355565","34.8698130307185","34.8029308000196","34.8815945802249","30.5694753310128","26.829421357092","37.9398174799352",
"2Q Oct 1999","43.5569298474818","47.7413139969299","47.0053987441284","36.8637967928337","56.6344624702277","47.8417188145634","53.6047961472225","31.6281344980383","48.3421483576302","32.4176308523752","34.6731602250114","34.1798385574237","34.9566013743308","30.599766263905","26.8354784873751","38.0118195300882",
"1Q Nov 1999","43.821147212971","47.879220170046","47.1623121633687","36.938777519098","56.8815131176766","47.9541014357941","53.7410323521851","31.6281344980383","48.470071236347","32.9181675037193","34.7905320888757","34.4777439277645","34.9589357757712","31.4051085483734","27.9608026000111","38.3098372381108",
"2Q Nov 1999","43.9704061058733","48.0326425256347","47.3509190766058","37.0868325154725","57.1085863794345","48.0619804437847","53.8621556730152","31.6281344980383","48.6010593300553","33.0499872815205","34.7328607163156","34.3813377428283","34.9259752446897","31.6877448002584","28.4180037672993","38.3100580059769",
"1Q Dic 1999","44.1940074427685","48.247231457636","47.5068760441893","37.2111546821167","57.294062355087","48.3445980787716","54.1223168084002","31.6334467498322","48.9910632649272","33.2775429647257","34.9454492715362","34.7998371526158","35.0072861529585","31.9270679327454","28.7901877825045","38.3353077422961",
"2Q Dic 1999","44.4770255415868","48.4390336811377","47.6528338576734","37.3055846797744","57.494088836028","48.5891903718801","54.2636381835821","31.6334467498322","49.4011648340073","33.7253494548949","35.6961276959017","36.3136980282862","35.2714335425172","32.1333784112591","29.0588327274641","38.4445689754846",
"1Q Ene 2000","44.8092702608443","48.8011601559256","47.9920694075325","37.7274281511409","57.7148858218678","48.9732208970368","54.6579407683257","31.6509975714077","49.8932899367763","33.9766423466367","35.8665540696984","36.4672702225052","35.452439337508","32.448902993055","29.2420289038393","38.9932654794277",
"2Q Ene 2000","45.0522463359877","49.1371792951286","48.2770505120092","38.0121952441997","57.9843370086818","49.3659619065883","55.0041334187175","32.1525306275941","50.2945161024136","34.0177541865014","35.4467985654364","35.3968902758033","35.4472643150632","32.8570068254784","29.207867187572","40.1573812259526",
"1Q Feb 2000","45.2725471445955","49.4132094129123","48.5537673213629","38.2327135442436","58.3135123512715","49.6365364769526","55.3067884814376","32.1838501946775","50.6142713090573","34.1125537786827","35.3367066431358","34.6262177288659","35.7578178169643","33.1149119375301","29.5729345193159","40.2449575291316",
"2Q Feb 2000","45.3860700868284","49.602727066041","48.7490206000988","38.4003629376313","58.5312453649472","49.8158783778038","55.4779394822478","32.2016939898249","50.8521124964551","34.0666435427463","35.1455763114087","33.9927574027266","35.8484586791188","33.1846807991281","29.592888152203","40.4007384639257",
"1Q Mar 2000","45.5304494198622","49.7569477654744","48.9270987445452","38.5316246855668","58.7559296067006","49.9383782295548","55.6197705876566","32.2044239442446","50.996361913367","34.1819986962122","35.0251306872676","33.4437342789584","36.0009665103101","33.4877428629575","30.0016752986468","40.5375075864378",
